Temperature (°C),RPM,Torque (Nm),Vibrations (mm/s),Power Output (MW),Fuel Flow Rate (kg/s),Air Pressure (kPa),Exhaust Gas Temperature (°C),Oil Temperature (°C),Fault
920.6465727137812,14532.280648977703,3267.643231217527,1.5974141241285618,106.72293408040402,2.5548983348935783,165.6040344237215,503.7058760552328,86.78885444410861,0
871.8137723598013,15542.991058087517,3443.3722206512466,2.5384240723288403,84.99523450836998,2.2497185970796103,126.51595408559707,493.4980463253062,114.09778033694366,0
858.8889802216785,14732.018277442976,3439.828050571835,0.915161291137149,85.21222876153715,1.9846983554909812,142.88130165826058,492.22334560987724,119.18125822809161,0
912.1843605745956,15404.028899140572,3258.104612916239,1.4029052994538553,116.72265904097527,2.5708427229637305,182.95755211567348,503.73154300723144,125.63673654270156,0
912.2483285554362,15183.64365670067,3577.795745870437,1.5206107719066126,92.62620096502042,2.77148861244826,151.36644259879634,475.151187189548,117.31322122475044,0
874.6528412314435,15919.09183839756,3550.2947217881024,1.3237456552796387,91.65815151267375,2.4322579752771873,152.52625029173998,503.60595676238165,123.47673542244999,0
876.4480847190839,14888.267008814073,3461.146173604296,1.2082058051062101,77.33947905850718,2.93092885586766,196.1189317193548,513.524370089954,98.20211338609755,0
911.6024968678818,14825.341601940901,3348.8416999683272,2.2064994560688986,96.49221794398446,2.2888251023753368,122.01315668302459,506.29058190723464,119.43163147793051,0
827.5957829251338,14990.290197056134,3709.7414252833128,1.8929661511360694,97.72280385164247,2.183588663510224,165.9286073328422,513.7262580201434,103.20497207086596,0
829.6268112811722,14848.410108582862,3831.081422617659,2.189702698802555,107.15493096769485,2.4798309078411607,183.279725596162,513.0124282804561,107.91696484340667,1
864.0777889373782,15399.970950971025,3403.2877032306924,2.3452363430607566,86.00921571815525,2.475222227394613,143.50284147002907,446.8430995326067,118.12834452136138,0
889.3276424144076,14191.844695781707,3377.566616569036,2.1328084965862666,84.7971320775939,2.7309906194005666,167.19261573709693,519.1061047518621,132.76263987873554,1
915.5453782799002,14473.158790426824,3598.241533082399,2.3288815880751867,104.50962634776477,2.2675111527808047,130.3596100557819,479.8695546301264,123.71206763470059,0
973.7678108474776,14466.098539210403,3428.394124050603,1.9652338568788652,110.06730071227065,2.9104282710444696,136.26535208865297,467.1248251098813,120.18230997137117,0
942.8829811601009,15475.153795986787,3472.120559867353,1.4065033058471277,84.28847648882117,3.090075088752476,157.69932832095267,466.8664451643501,119.80469610532897,0
892.0030735018287,15855.306686290962,3647.9306303449343,2.528907090410398,110.81514086299741,2.4882567919094973,165.97133346221182,513.0062483141759,112.86371106795532,0
899.0491896048655,14947.775390731264,3118.1287824985416,1.7054439336094365,100.37541841486822,2.8749131260552954,172.41873024812492,493.3227521832544,114.56016586627317,1
849.8735317681096,14915.589138404996,3763.6604649705337,1.532201850618787,110.91805339074645,2.183050878812422,181.39257173878985,449.54093648043767,124.27376045470797,1
899.0743432003806,15035.02608155659,3514.5361048658683,1.911041062097801,99.29779638482384,2.8225664623545748,148.65106882889637,514.3411344557685,106.14639481555506,1
885.5670680539931,15580.939151304096,3417.701371087564,1.5435945403517435,74.7772208251205,2.8141829225678388,173.87223510345177,456.8117560760352,125.93054050283021,0
916.1359280169045,14536.323432904714,3482.15316915571,1.791284809005284,98.48032617683961,2.7590311840569637,143.15390313101702,504.19464075554635,116.11492932881147,0
858.6384528223839,15119.184491367392,3492.485871004104,2.172026960781733,110.6014381867127,2.495331073338912,168.04182623176536,507.1549677701916,128.25557074869565,0
925.9673257120586,15487.598814891215,3153.759739311015,2.1741708696230635,91.06253980916286,1.6137253176273907,154.14977595704363,526.5673124508513,129.61093457232084,0
976.6369456501288,15250.547084969923,3798.987645490647,1.5510849667871853,96.12035031092547,2.3074818569043614,158.91355814163848,553.4505435940056,103.2691598749426,0
894.5619925771571,15094.79080829937,3508.2651264541237,1.7561473135256276,98.23866496449021,2.3122251946946193,158.47015748044075,459.05971022298377,114.18419236772782,1
920.0855861049471,15500.52304628357,3588.600426089475,2.537166502385122,71.00486120131518,2.206523518581857,117.90589980404376,498.4257843181085,111.44472312059376,1
934.5071995855557,13648.383853500382,3690.3099541148085,2.2482000588669706,116.71347575437477,2.53667290136412,127.51756282278453,491.70994114867347,101.87272034926858,0
879.9389764057082,15338.937659765454,3295.76750848794,3.037532519674271,90.98624320102826,2.3743109663436295,152.05082879635046,513.0124905788289,109.6746672379059,0
911.2046240905208,14672.962158436289,3594.6943798070456,2.590064086870764,105.057354324728,2.2526163970704935,116.25441840717663,506.4700631280086,144.4125584526534,0
900.6296200390898,14084.683551571772,3446.471781820241,2.5721465342799696,99.13298863851792,2.182359955525654,166.62422206399512,489.4236127179014,126.0950989621244,0
904.8838049274416,15255.601299762491,3669.3541550432988,1.306065724772099,112.5761905635936,2.2853461043544314,167.43111932576284,486.77293434167433,139.17287968605754,0
861.3495108072267,15686.829272581479,3074.5545159297008,2.381930175816711,104.0605612242808,2.8364497635549784,156.5434110575558,466.5064743444786,128.29098440018336,1
901.2255087129471,14931.275742686154,3480.181139951746,1.9734465991515446,97.65075728479026,2.3016924836117516,127.57731974484156,529.6358474721952,112.58156838991525,0
924.8999145622724,15476.43727360147,3379.4358688432076,1.7245090982308753,91.0648490748072,2.345518388070018,177.6027787773703,513.7761254479859,116.18228803325957,0
972.5571803897521,15806.139128994322,3586.452590126831,2.0840076702662644,107.97850701382139,2.362990715493026,190.74421279436717,527.5330459338542,125.88436180240308,0
947.9635413042604,15657.457226792023,3594.0088374736406,2.4726057673057418,81.26558696045383,2.601698054142826,152.9415365489195,490.6881159057346,124.37506203473036,0
1007.6591228755779,15819.982264685696,3358.4748210355947,2.250415795502106,106.45890420275893,2.63687484655856,160.21070756902472,480.2949359391671,114.22657984291666,1
861.6326218555976,15371.063745535947,3357.5652271647914,1.56076309932897,89.00955248445128,1.5866030382270515,154.03477309592088,467.6505480011232,104.90006829420793,0
943.6160318360339,15037.716819450796,3477.866926288534,2.37122945679631,112.5228366195664,2.8064905641482825,160.60738377997598,510.7675275122198,152.8776118738874,1
909.1671002869176,14199.017094051416,3320.6715545369584,1.681206228962018,101.61299542662695,2.930910410273126,147.60882486747207,468.80620326415294,118.58850327657194,0
1009.4901466608836,14876.968755935026,3668.3967390904254,2.108341559482143,106.44123767850108,2.184944038791499,149.30871520312394,555.4598920689965,116.7426110681738,1
859.5850857322424,14578.376702341904,3426.1585599105106,1.848324966261433,100.8198881382472,2.2083105265795497,168.1143520099473,460.7707225671968,121.13334463905302,0
858.0139078909611,16085.471358748906,2918.6023561356715,1.890566874132187,82.47622904859003,2.3649239836665186,196.91248323792883,508.20980357637507,117.57271410688972,0
870.0303677277989,14912.057093783831,3425.035588675639,2.383121487520255,91.39270836604662,2.2731987941630187,121.99857531196523,547.0056412164136,121.22728907705483,1
793.8052137845096,15061.602403392242,3292.2912358312055,1.479903140092051,106.72389337611382,2.5671780621839817,147.92375031194067,517.9726927779143,132.86947286116418,1
873.7122489159619,15275.742688020233,3173.744836907811,2.9725975371384665,101.66655817359845,1.9160424140923409,126.39079029535836,505.2702113747534,118.75451520313577,1
862.043366922315,15021.801223186227,3252.5146723554853,1.0894569653527517,111.80989905305672,2.164621717588978,181.84049797152167,470.94549059114314,108.37289560672238,0
907.5196893238103,15847.525520215377,3521.881694366594,1.7011661583725715,104.03274563037172,2.9617591600524724,138.24524061360202,458.54692434296885,118.38356205521389,1
917.087798788858,14688.675319132773,3765.728165649646,2.1851059449708705,90.3329810929734,2.2215340097955947,121.13598412428412,523.1015032675276,115.3559821859009,1
993.8085419607943,15097.30372761862,3562.636894772996,2.292157083217655,92.03935862279366,2.8730284834308772,162.76373997697146,545.1844172232484,134.23898937246852,0
947.5211919093025,14628.764707150976,3378.699322356852,1.9497621397141474,101.02917390523237,2.606601458677041,184.88622229486222,486.8345002856549,131.7111906473757,1
871.1548172168798,14339.988744389648,3591.1808390341407,1.9713046484992287,76.85955933999895,1.9572196856235227,163.27195737121525,465.82815477150945,121.07525000430799,0
855.0792664325821,14694.115454547356,3408.1819379562016,2.2052750426638084,116.73441885622985,2.690598758564862,154.09595754563836,426.25491708352945,107.21264145180743,0
924.5959585753253,14981.481601475794,3361.079926167371,1.8844652612711599,104.41746736377557,2.464699809342144,158.18281845551988,470.5770546901239,107.74107736560055,0
833.9883396489679,14785.34888774137,3269.127466353403,2.696590628967453,112.27034597048872,2.363359883125078,178.2968132565111,496.5902947250288,120.15123261584553,1
991.5729382927177,14653.789510063072,3149.6342386496563,2.419674557115801,84.19396059190831,2.5734871279516014,132.516014599717,547.973697225102,123.3632296932128,0
958.9720060360644,14296.841268164084,3422.015258688111,2.4364121755028174,112.44565160355256,2.6423900456700378,147.76305791827374,520.1940107669891,116.25377180673945,0
876.5412173947648,14958.447213685653,3531.6106979840265,1.5169216383147914,122.31498911027748,2.712277546592386,140.94619702980933,509.15256214120257,115.19830415792765,0
814.3432735454561,14247.639812984498,3480.675265997022,1.9603057877971486,86.79121644622683,2.8534758542644005,126.6426938541658,487.9964101609661,114.07200766821353,0
967.6936187082706,15380.027981844802,3416.8066144105283,1.8497670256396481,107.71401794903767,2.6224407738335067,143.43249481166396,482.50502848232134,119.76606039756054,0
894.2730077373691,15041.219876467252,3310.850787860644,1.4971993121552671,100.01109944687293,2.0873097733640913,172.15442191964897,542.1694279252389,96.17237647926935,0
961.890815598673,14271.224250267534,3621.6492383369937,2.1800820919728836,84.55566151751756,2.3579063627046426,161.3320429678545,506.0221562227517,108.98673371230291,1
820.2786170602817,14845.39546147507,3236.573616010683,1.7311771211100917,104.9288397185187,3.3829145005805863,162.886210002164,436.92197924236933,113.7294915455265,1
870.0312488523114,14623.921797204708,3655.205582768695,2.3277019149251186,108.33603204837348,2.7173473181145185,152.92951223306636,479.79381056308273,132.0750319495192,1
900.2621849859091,15159.58725520959,3299.556596214655,1.4649042185528343,93.98873447331152,3.210786190243449,160.46647565457178,474.2535190468512,111.8618635807107,1
902.3490296882371,15670.225223011572,3349.512952529393,2.8595203064209107,111.65916520255223,2.9186302246597555,133.98819315303788,483.61207972467605,121.80468141831207,0
877.4967264260379,14062.413765177127,3206.642961876865,1.551833670703969,83.33236593210802,2.5725406214667244,143.8098022814554,516.8873198085525,122.26542750930996,0
931.142496617375,15057.513039573709,3399.7195706228727,2.109651168600218,85.05243853550355,2.590422120934335,153.84008473937354,496.7766535461725,132.97916505660763,0
846.6189785308703,14919.933602216679,3695.062491695596,2.395929655194034,101.36597395588753,2.4890259880369463,155.5503171776378,497.69403778989016,132.6257740696415,0
892.8810257489354,15335.670038225233,3603.1256176887914,1.7146797848999435,100.25385277972272,1.9786586152460501,156.40375709843747,539.4041948397571,119.42497031205083,1
906.014781585595,15106.598314118844,3695.684422405607,2.4262343217164752,92.83426511575895,2.505414175740467,147.23329435967244,479.10616730639936,115.24515258810557,0
925.7219417029374,14624.01533413059,3604.4285091867873,1.385408201099792,108.09594435971886,2.863202365762659,142.45153197739342,555.9259857766205,113.3616689717431,1
935.5807439044445,14840.47303216669,3279.266034293926,2.72605884959128,105.30894314215949,2.320108001553639,213.15542566088595,479.8607722588674,117.5893677753422,0
843.7678954081066,14601.987071598256,3433.8421551344886,2.007074632482879,108.58139070934016,2.623585899718543,168.135745458648,502.67594589837717,115.659666456764,1
823.2942914632189,15538.003569299299,3343.9601741765073,1.70179429601556,98.76863564647732,2.755477313767959,158.26294951905246,491.563892137917,125.53627409358232,0
963.8838410949254,15010.65582433597,3766.114980807808,1.8504091137862828,106.02580267978341,2.2270958682062574,145.3358300358721,503.70257400502885,124.20309817485204,0
916.6157005989796,15950.595342876504,3260.6422707147376,2.4044596346963596,95.54349696970006,2.3646091406969005,140.97562346112247,513.3377598521938,125.91801191145015,1
862.5756731721723,14969.669593092689,3678.7395378778224,1.707772354074781,120.53818690086595,2.1946265528568523,147.3839881254609,513.0150572026663,132.59283711436169,0
977.5575987761262,14645.796616544769,3678.590774021754,1.6253211552886113,91.87454229878014,2.2533503179931778,155.85657687173367,477.4064800813826,138.62869121400178,1
905.783731714643,14243.142803693587,3865.9240403432173,1.889231701208131,121.05297429458312,2.1137184149040817,112.39128911873837,466.3125596765729,121.24663393407558,0
958.9648592031913,14098.430161872027,3418.0626814741004,1.411518943615016,100.34887947089409,2.229865461586592,118.61220809250632,575.0951537271714,130.99463771395654,0
903.3759240705054,14207.932028497255,3642.4644319160325,2.910271953970908,86.24489110431257,2.9258367042393516,137.26235222122085,485.4804698119834,116.48339816165785,1
1003.0373962440993,15133.563325505742,3956.3303673077685,1.7168027043926384,113.68079350488601,2.225356891272912,154.14278873557137,520.9763731601596,131.85006983583017,0
987.7670421221602,15254.362511614967,3376.4716646132606,2.415808393090202,101.25901388394959,2.537937765718207,145.21453705696297,451.7707606843041,130.61509157175846,1
887.5517925760463,14209.404648983933,3192.991950493528,2.1047350418238864,108.51124098380238,2.3491393738987134,179.56242452198967,491.6116184028597,130.0841596994299,0
948.5785475477178,15447.519157038058,3123.9979932184474,1.507732974759016,112.23855918542593,2.8536597811110815,120.35206426008463,496.18401848052673,120.94069841191524,0
932.2687974792574,14758.46947415828,3642.542405772266,1.9970226453936353,103.37955554145026,2.893348688981085,134.9730906079326,514.184452097835,113.3164183600911,0
968.4315778766174,15073.396505992774,3123.369958388283,2.3920013896553742,94.07759155187185,2.759220994641684,180.40183481982203,418.32637577024184,106.05471562134524,0
851.7538269709947,15806.110314127713,3425.5361894124153,1.9058693324568468,109.7571337766925,2.5918403659308265,152.62238649350294,504.98421839234993,119.599627924789,0
934.302572999922,15448.419657932765,3587.462637407792,2.596556472925514,100.00755507454596,2.43068213894773,167.69685165602317,465.5077563389632,135.33012542249182,0
952.9212243424794,14865.734676047085,3537.0351073659826,2.510757696390932,106.85857818608419,2.142437588742625,191.02493886538926,509.73037133584774,116.90155098635927,0
812.0630256788443,14554.403887292356,3585.0889728368343,2.4594574273291645,78.46269426208539,3.083058664336659,136.12391164196356,468.9101240948551,127.85126585460054,0
840.8370743667112,13924.092299335347,3544.457971160171,1.7701716138635015,104.46981717009852,2.272098094674234,148.01371324415936,474.33551912223254,128.43951400518932,0
798.038391111995,14640.42334037879,3755.7731626626787,1.4600787761092566,93.6141417485497,2.6990939041098523,144.55146198138257,491.7911716882019,117.16313779072827,0
886.5296582777721,14894.434880586154,3309.536723852241,1.6932061973186028,116.5330963717853,2.8178696717870193,110.90813991033448,468.4301159119041,133.1634483751952,0
935.8771127897982,14506.410236424408,3364.600972308294,2.09812047033336,106.23087347889096,2.333415850928401,143.7920639248806,485.73396659793934,90.91339255519496,0
975.1178526048014,14934.371516453848,3345.468110945835,2.2728933567661778,102.39857745849297,2.8114037581947886,167.6212437476133,464.19872694370054,107.77249721261825,0
903.7047390209888,15038.425941479383,3666.038362372522,0.9142142976197762,104.86309993350221,2.7292639610016565,160.81179083624482,445.00488644903817,110.8436770364154,0
981.4307772785646,14887.57200909596,3680.079717679013,1.995943399194125,90.01559147123282,3.0183891506145297,162.3816633877602,530.5387115728807,111.8028497713261,0
830.9949270892554,14674.99870958827,3590.2450638637015,2.0790446126615922,116.23256690528054,2.359196060071987,142.48982038721002,461.11853921528217,123.36262951185896,1
814.8308780322423,15084.327335983364,3736.6987333779857,1.8612278718422242,119.91370418416905,2.1142407948160855,136.87805527988718,494.6395733717605,122.90037803053902,1
897.2226150551691,15220.970324784705,3264.391826524724,2.6456369195079397,103.92913510548216,2.3483530733666464,175.38511343797242,522.5867324448136,123.93990572175008,0
919.2032724469653,14454.800461278577,3833.444822310227,2.2108900371254356,115.90403568573639,2.5626560627602997,140.05365707284662,481.5516769245187,125.96081494132487,0
898.3652625952953,15705.466189873136,3804.6477243424515,2.6550959540404486,94.30851801327466,2.517463818125517,155.88164077586427,475.24502300763385,110.4989543085435,1
796.6278949980061,14950.70593385787,3647.124399449149,1.892019739824884,92.02886433775019,2.3819686311176347,153.26669361355076,506.78714266002265,107.8182393319268,0
895.5439980243606,15009.424811472423,3856.3597817542122,2.4687387462534627,100.40924748728924,1.9272407623068273,179.23434032514237,533.5380146818145,123.96319682007864,1
834.7765249747573,15354.10721162828,3168.6753584644453,2.8175331972637596,104.34941038367899,2.641144898838732,169.4282471534472,464.92054204740595,113.6976792635356,1
933.4836274415019,15116.60806563175,3395.1103727474697,2.6558467246363304,96.0601331875688,3.09170334372466,124.09482758665759,495.49556503947684,104.29524954632029,0
918.3299123048424,15476.568316956622,3352.9393078636094,1.4539292032856335,105.37768190368485,2.6392753714369013,126.2489366644992,448.0251621509802,129.71344284541482,0
853.0060106836322,15143.562082600913,3644.295864751469,1.8731619612288095,103.06389482073413,2.6827406557160542,161.57819636138268,488.2039698895343,133.951019065023,1
874.3066541331654,14693.781312679781,3289.971852079571,1.8274176472751018,90.01693224708944,2.6717335918465306,148.71324705241668,501.02614053614224,135.5716088969866,1
847.0393239055525,15180.751762603051,3651.499029867497,2.244627267538164,105.18793017451722,2.61911400096472,140.8965643209247,474.361260747348,121.8700772147472,0
896.8660451363414,14428.136896339669,3774.107228799343,2.3431767775072667,108.63528242521521,2.7794997900604286,170.3125576798894,486.2902449852431,126.25932095972902,0
947.7571160250619,15054.279852888261,3639.0405800168,1.580553662987132,101.7146931759039,2.6186121043557,153.7491876417782,457.7531969507765,133.6986822336191,0
850.7136976832228,14983.38500467777,3556.7502047323,2.0339192569584688,111.52648103261693,2.4061968491040173,151.04914773778887,502.3123583414448,113.58584209976566,0
925.2023257758922,14895.94157136373,3302.4253318198503,0.9900363339219318,87.82596206503048,2.2612033269973737,165.59657281510098,531.6708274664945,131.10677684054093,1
873.487119081378,14935.731244280534,3330.629806774927,2.720972502900945,104.67950422131852,2.4253079034157974,142.49782010112872,467.08568390688606,122.75396234143209,1
860.3563583868828,14059.075477251181,3749.923781059333,1.7438128796616532,88.29719293603225,2.5942388489351997,181.37037970945107,481.3198470034285,129.1371165234259,0
894.6484820022721,14725.63754612952,3655.8698007810663,2.0279319699222484,88.85918641766912,2.405175111663108,134.23904753533984,515.0763873936255,121.86093020875936,1
848.2378838790313,15046.422450570557,3492.1960961244913,1.8451751430059693,93.6906916626221,2.594301604939429,163.13858132684177,536.3627215796821,132.96256709748002,0
872.3175347326409,15079.9281959987,3416.418090846822,2.5730137875067074,90.57939816425755,2.6317450401101254,178.6766567731969,455.2043056337321,122.23523762541537,0
840.1061053705575,14486.16242953702,3094.8384253777244,0.5812467793013105,94.52004181258862,2.7499538293810546,122.454090214558,494.93645787752155,105.16020940532583,0
998.2362566458195,15632.85392043235,3285.829516263112,1.9916948288370455,97.85849689288811,2.884838490651694,143.133296482951,508.49392466958574,134.5192663231472,0
901.7631775985865,14566.91257589275,3882.2838174279445,1.947090621251151,108.37154486331384,2.5234022255436575,172.84414785771116,496.93830828113454,110.52469259027887,0
865.0137246003708,15484.728600263368,3243.9088857995066,1.7731818062041587,96.78840961294297,2.1076670304557017,173.1448909546205,425.6962379936874,132.53058210243915,0
910.6989955367111,15213.597180935842,3537.895964244216,2.863113272817816,84.14374293230408,2.396468770954243,146.57008799223522,515.0327002792632,119.09757118559678,1
894.3835975154585,14676.8863450781,3701.4887946390395,1.5563352705721143,111.4006784649516,2.5132187702219797,135.3065781264628,545.5800905327193,131.76010985197706,1
888.9515200233388,15887.655446304756,3249.0154663995413,2.3858980886178305,91.6290986638496,1.949269373146873,169.11871644661525,503.4998525350851,131.34768614866766,0
930.7083350021712,14403.18158412176,3536.942094956217,2.1781263943530416,99.41279572895371,2.9165993560307446,173.6709820516321,469.0668184011721,124.30142974315372,0
937.8753855023652,15459.577086805,3687.583107502131,2.630759626267758,104.46536506940711,2.54271337375314,126.7067330297521,484.6061826090715,125.08535317627131,0
873.4749426194736,15500.29115902149,3502.49986438145,1.6664054576112473,101.99610418402783,2.6144058503740855,125.92172702067239,553.0973920296678,124.22628617192566,1
871.209087967766,14664.689895461677,4073.6806111333535,1.6335155504381205,110.94179547521476,2.9096579387578796,154.50513363967198,527.2988762258168,99.86175243718922,0
886.2474151424178,15696.232650032165,3166.280148224361,2.548034953738699,104.7900314339276,2.310957150957296,162.58721266857785,519.2007985515298,121.18330218898203,0
784.9039417632207,14874.976742700524,3711.7457059767758,2.212660654165055,91.38690420302892,2.672212579265209,144.0186182953989,510.6923775060313,108.83935823928105,0
824.2404468900723,15144.346814639928,3465.439652520707,1.2275313266616208,121.78562173991662,2.467040763069419,163.585876399647,480.1658866342708,121.71187143745662,0
968.3437133722263,15130.160919385611,3654.384030967335,1.7303474927683649,101.94333463338234,2.4447739398952244,135.79726786325236,493.9828645803269,108.57057453616784,0
982.2483856750641,14932.845629264726,3588.261430339849,2.1931913269240306,98.52659773378494,2.2683422836586864,107.70612801852529,497.66231792964453,108.15048058773925,1
887.548198022181,15405.404136579891,3353.3687605780005,2.4188821107732945,109.63925423055571,2.9996809641059583,141.52197855334808,516.4872294819334,136.04934501753903,1
928.8278481527883,15396.744360276107,3545.799278491868,1.6603846734035224,102.49450945930072,2.387349987977329,151.26464293026203,545.2675668280071,130.6944738812419,0
915.5625077271768,14125.73401338091,3128.4197097203423,0.5428720050915294,103.99228192939327,2.7098392740687105,144.48320080207088,533.5501441037939,119.95857415055846,0
1053.9440404227619,15652.170121439076,3620.649500114279,2.2616115928685168,124.92183998600687,1.937497783758419,126.8279347268103,457.4184693261188,121.84768650249023,0
955.9787455717288,14168.754005982162,3559.631693198105,1.389839655028012,97.24878571744954,2.853996558906936,113.68702048242365,506.7198490670315,117.5208397425699,1
893.6041204259617,15516.273102170828,3627.7320337286205,0.9913306009387943,96.82239105982605,2.8156633467871175,139.71822391264203,522.1029003550369,125.69876375979523,0
852.2229779699787,15563.352568413791,3711.62366501743,0.5838370375079296,101.16578512012464,2.5292302330891907,167.95311543299488,518.5658099043391,113.23945633451196,0
819.6776839871213,14454.516784892401,3573.523968041942,2.4069904300988707,110.71515935581039,2.4319172601586225,175.12394878827365,481.1229870983774,129.93740262867956,0
910.1731817933612,14794.592856022708,3529.617883959655,2.0643087252024834,84.93465969809601,2.62000000168407,173.7542676827691,587.4232764730508,117.46913158985889,0
862.1824627357848,14447.147665757033,3323.7863326677416,1.887171809643874,80.34444108523495,3.1866371982640866,133.68180929702893,461.6874631300664,115.80153004168771,0
828.8873145201163,14892.539484855632,3357.5558472701896,2.6945121814813806,94.12884729379853,1.9710289903289544,126.92587352739272,467.5043466000185,120.21713018484843,0
867.6713557878737,14845.982857907129,3737.346924035466,2.318662341511536,83.66077040940712,2.734608216272238,159.9326922995979,507.0078524378473,114.0885317007439,0
845.9225998192802,15389.83026613467,3787.267081141196,2.8081500213609583,95.75168652474362,2.226514809353829,162.7020002319585,563.5040916489156,123.28682349496484,0
984.3570817536282,15655.154373059804,3452.377912737589,1.3036322639165019,105.0249969612929,2.4940244811100807,158.00339210400995,474.9141544788749,114.626374106866,0
944.0819878474725,15697.841905394978,3509.2005494506548,1.9827246880230183,91.09251136447736,2.425635964276401,109.71873451524473,492.0251490305902,124.68523602818836,0
899.6013679341692,14718.915986710848,3319.0771250012467,1.1916433125259929,85.73173423218657,2.3715045226606732,132.66230830233067,532.3188101904708,132.16006538911478,0
973.9972069445013,14895.389063127735,3734.551369053489,1.8853088340722663,100.69337161715347,2.4968604612841814,149.40622419428044,499.464135353368,112.80678313191827,0
903.8684153823809,14158.280903889525,3633.0833647383556,1.8756920731166613,108.6254348461517,2.159748656416663,159.74436389260853,489.96188436409113,118.69424542704829,0
856.9357899335869,14597.064966751906,3888.2434872927497,2.3133068186315353,83.05026561483388,2.8087541308383903,165.34614725204975,516.9689870566016,124.61330713035422,1
976.1562038634829,15482.425816548728,3324.335384564052,2.0227819405709493,108.20232398305984,1.9617569466404199,152.8850704456408,508.1755397068878,115.64142645018593,0
926.945502184233,15807.791411774117,3424.3984201963567,2.311703569139958,108.17306203738326,2.6619293538485027,156.6156761307647,530.9131635691037,124.64320560826665,0
848.1376922836772,14382.825564060038,3546.2891845051145,2.351720066569447,109.54085102156628,2.402039244239629,151.69730916722207,538.7440666719609,125.5539886065174,0
890.4830660958196,14703.767870423553,3629.297907545154,3.0774643386915708,112.18480214871687,2.148722531857764,163.71238748436966,509.21009180016085,130.83261776294304,0
856.2190873307621,14986.797121520536,3456.8664724904734,1.8423516723569378,122.02013924659616,2.5607150111796084,156.25731302981822,508.75198176134927,113.94009953915088,0
830.8600134517832,15140.080579409803,3325.40778190926,1.5294886496668105,96.43907951380945,2.032914673988057,151.31475320094574,506.42332946858403,110.57224759769525,1
946.308877376582,14595.198240039177,3676.281505784714,2.1230418076582045,101.09571580077858,2.5119141465158905,144.6326240172524,514.6739166994786,116.92422610436256,0
995.4708320235065,15212.030522232046,3644.227072509116,1.5988599864302282,95.83561566751975,2.0731369276565337,151.62582850084962,501.6551191361439,110.322476604529,0
830.0716213090429,14763.080326464542,3316.745179887255,2.740980384218268,100.0197684475581,2.638381625295349,159.6918275767855,499.9817455303313,125.64498204047497,1
928.1484618345286,14992.77386456086,3771.088560221099,1.8583909805273837,115.32873355636312,2.222692799910887,155.34950777796124,535.8988136248173,108.38248699823589,1
867.4678715439087,15273.14212400185,3734.039741839321,1.7172118160630048,86.54985516069331,2.3647017948912072,157.61652836690507,545.4834854106513,143.3301641825269,1
875.6437308117652,15003.211134905468,3526.8592994495584,1.764342139424441,91.38950327834425,2.588184816382949,176.8544372270237,454.7734116609974,132.9592786157375,1
870.3803037880565,14781.807054736715,3515.919572475207,2.3592087117358203,113.77180936504561,2.2682373664473294,155.30327845493176,500.30063455221705,120.12575769600315,1
856.8004615160092,14945.195098037084,3610.8115542231812,1.9211265083842575,110.2003650690209,2.482610800099509,137.02002959053684,479.339166996643,128.67394492997977,0
902.4260813972413,14955.818520397332,3327.6593859487484,1.679166589934809,96.36868353182922,2.045850849626544,167.67213571988339,490.6708560054178,103.63198135689208,0
858.4524941794481,14814.994485058936,3506.0062958328162,2.8326759588117656,108.5440200112072,2.6892626810788465,122.67603324662164,512.0754862920596,145.23373331399557,0
913.5228412889919,14870.60196866645,3069.5232910781638,1.571915079669125,103.41215842492034,3.0294741416652315,128.37173238521427,520.0831511462741,114.0978538779951,1
897.4880945275431,15799.323585252358,3675.291129100587,2.0177830370164966,115.00274609000988,3.337662660372988,156.71694529440137,496.63620669165965,118.79502586100641,1
888.0525976566795,15280.45972397062,3187.701355511628,2.326153075805115,100.74509593826772,2.5273504439999317,160.32793335573157,442.5997899583159,101.44066712811563,0
854.6218168979201,14852.25984098542,3800.6839656857996,1.1843324447914634,110.25632113872582,2.736461242239156,125.0989755299201,471.0486325827146,124.86287304740895,0
871.1614334715833,15348.477202255368,3433.97598120671,2.2401302507029626,126.4201191049262,1.9658122981277533,142.343650380265,526.894990106005,108.93655842922891,1
937.7695612912878,14833.090255121995,3457.6666036137644,1.4724461622597753,105.98099155047467,2.9508202978916764,137.87832335560682,417.78720733895204,121.01655761566029,1
925.0458593812191,15586.56231879332,3374.4532187830987,2.411391390417001,100.49328165794843,2.7328685514172317,140.26647354236806,535.62281455046,114.55725567075461,0
851.1222377600725,15184.821096099047,3442.392225215585,1.518674494040512,107.2244698522098,2.35481996651463,168.87195552545893,515.6368997193363,109.22256065069656,1
904.9666152714613,14946.348927997886,3783.7062690296075,2.3463845159244303,96.34719141796116,2.8711542400867027,164.13010927094507,539.4852824459007,111.95638498237383,0
937.5693561685895,15223.858462905138,3002.438268692984,2.5529165331473562,123.87967705524733,2.4236571770063975,149.61755640292586,494.0429243935712,122.25788034085521,0
816.5297359439314,14214.56192396575,3755.3930772176377,2.4307182628164026,101.80071037695981,2.362592445095633,139.08076145770144,438.15783727931284,107.18509027131175,0
927.1680096189967,14436.616265545097,3567.604696220342,2.125658324119051,97.27066679774487,2.6426004776282475,123.00700659559719,512.9108792451949,112.51188328976423,0
